中文单位名,英文单位名
,"Key Lab Mineral Resources Chem Univ Sichuan Prov, Chengdu 610059, Peoples R China"
,"Key Lab Mineral Resources Chem Univ Sichuan Prov, Chengdu 610059, Peoples R China
;"
,"Key Lab Mineral Resources Chem Univ Sichuan Prov, Chengdu 610059, Sichuan, Peoples R China
;"
,"Key Lab of Chemistry and Quality for Traditional Chinese Medicines of College of Gansu Province, Lanzhou 730000, China ;"
,"Key lab of Electronic Engineering, College of Heilongjiang Province, Harbin, Heilongjiang, China ;"
,"Key Lab of Intelligent Computing and Signal Processing, Ministry of Education, Anhui Univ., Hefei, 230039, China
;"
,"Key Lab of Optic-Electronic and Communication, Jiangxi Sciences and Technology Normal University, Nanchang, China ;"
,"Key Lab of Optoelectronic Technology and Intelligent Control, Ministry of Education, Lzjt University, Lanzhou, China ;"
,"Key Lab of Power Electronics for Energy Conservation & Motor Drive of Hebei Province(College of Electrical Engineering,YanshanUniversity), Qinhuangdao, 066004, China
;"
,"Key Lab of Power Electronics for Energy Conservation and Motor Drive of Hebei Province, YanshanUniversity, Qinhuangdao, 066004, China
;"
,"Key Lab of Radiation Biology of Fujian Province Universities, Fuzhou, 350005, China
;"
,"Key Lab Operat Res & Control Univ Fujian, Fuzhou 350108, Fujian, Peoples R China
;"
,"Key Lab Operat Res & Control Univ Fujian, Fuzhou 350108, Fujian, Peoples R China
;"
,"Key Lab Phosphorus Chem Engn Univ Yunnan Prov, Kunming 650500, Peoples R China
;"
,"Key Lab Plant Biol Coll Heilongjiang Prov, Harbin 150025, Peoples R China"
,"Key Lab Resources & Environm Remote Sensing Univ, Kunming 650500, Yunnan, Peoples R China
;"
,"Key Lab Resources & Environm Remote Sensing Univ, Kunming 650500, Yunnan, Peoples R China
;"
,"Key Lab Resources & Environm Remote Sensing Univ, Kunming 650500, Yunnan, Peoples R China
;"
,"Key Lab Resources & Environm Remote Sensing Univ, Kunming, Yunnan, Peoples R China
;"
,"Key Lab Semicond Photovolta Technol Univ Inner Mo, Hohhot 010021, Peoples R China
;"
,"Key Lab Special Funct Mat Jilin Prov Univ, Jilin 132022, Jilin, Peoples R China
;"
,"Key Lab Special Funct Mat Jilin Prov Univ, Jilin 132022, Jilin, Peoples R China
;"
,"Key Lab Special Funct Mat Jilin Prov Univ, Jilin 132022, Jilin, Peoples R China
;"
,"Key Lab Tumor Metastasis Liaoning Prov Univ, Dalian 116044, Peoples R China
;"
,"Key Lab Univ Xinjiang Uygur Autonomous Reg Oasis, Shihezi 832003, Peoples R China
;"
,"Key Lab Univ Xinjiang Uygur Autonomous Reg Oasis, Shihezi 832003, Peoples R China
;"
,"Key Lab Water Saving Agr Ordinary Univ Heilongjia, Harbin, Peoples R China
;"
,"Key Lab. Bioprocess of Jiangxi Province, Jiangxi Sci. Technol. Normal Univ., Nanchang, Jiangxi, China ;"
,"Key Lab. Boron Resource Ecologically Comprehensive Utilization of Boron Resource and Materials, Liaoning Provincial College, Shenyang, China ;"
,"Key Lab. for Digital Land and Resources of Jiangxi Province East China University of Technology, Nanchang, China
;"
,"Key Lab. Functional Organometallic Mater. Hunan Province College, Hengyang Normal Univ., Hengyang, Hunan, China ;"
,"Key Lab. in Sichuan Colleges on Industry Process Equipments and Control Eng., Zigong, China ;"
,"Key Lab. of Advanced Electromagnetic Engineering and Technology, Huazhong Univ. of Science and Technology, Wuhan, 430074, China
;"
,"Key Lab. of Chemistry and Quality for Traditional Chinese Medicines of the College of Gansu Province, Lanzhou 730000, China ;"
,"Key Lab. of Computation Intelligence and Signal Processing of Education Ministry, Anhui Univ., Hefei 230039, China ;"
,"Key Lab. of Computer Network and Information Integration of Ministry of Education (Southeast Univ.), Nanjing 211189, China ;"
,"Key Lab. of Disaster Prevention and Mitigation in Civil Eng. of Gansu Province, Lanzhou Univ. of Technol., Lanzhou, China ;"
,"Key Lab. of Geological Hazards Controlling on Three Gorges Reservoir Area of Ministry of Education, Three Gorges Univ., Yichang, 443002, China
;"
,"Key Lab. of Geological Hazards on Three Gorges Reservoir Area, China Three Gorges Univ., Ministry of Education, Yichang, 443002, China
;"
,"Key Lab. of High Efficiency and Clean Mechanical Manufacture of Ministry of Education, School of Mechanical Eng., Shandong Univ., Jinan 250061, China ;"
,"Key Lab. of High-efficiency and Clean Manufacturing for Ministry of Education, College of Manufacturing Eng., Shandong Univ., Jinan, China ;"
,"Key Lab. of High-efficiency and Clean Mechanical Manufacture for Ministry of Education Shandong Univ., Jinan, China ;"
,"Key Lab. of Intelligent Vision Monitoring for Hydropower Project of Hubei Province, Three Gorges Univ., Yichang, 443002, China
;"
,"Key Lab. of Micro-inertial Instrument and Advanced Navigation Technology of Ministry of Education, Southest University, Nanjing 210096, China ;"
,"Key Lab. of New Technology for Construction of Cities in Mountain Area (Chongqing Univ.), Ministry of Education, Chongqing, 400045, China
;"
,"Key Lab. of Optic-Electronic and Communication, Jiangxi Sciences and Technology Normal University, Nanchang, China ;"
,"Key Lab. Protection Andutil. Subtropic Plant Res. Jiangxi Province, Jiangxi Normal Univ., Nanchang, Jiangxi, China ;"
,"Key Laboratories of Fine Chemicals and Surfactants in Sichuan Provincial Universities, Zigong, Sichuan Province, China ;"
,"Key Laboratories of Fine Chemicals and Surfactants, Sichuan Provincial Universities, Zigong City, Sichuan Province, China
;"
,"Key Laboratory for Advanced Textile Composites of Ministry of Education, Tianjin Polytechmic University, Tianjin, 300387, China
;"
,"Key Laboratory for Earth Surface Process (MOE), Department of Ecology, College of Urban and Environmental Sciences, Beijing, China;"
,"Key Laboratory for Geo-exploration Instrumentation, Ministry of Education, College of Instrumentation and Electrical Engineering, Changchun, China ;"
,"Key Laboratory for Highway Construction Technique and Equipment, Ministry of Education of China, Chang'anuniversity, Xi'an, China
;"
,"Key Laboratory for Microorganisms and Functional Molecules, University of Henan Province, Xinxiang 453007, China ;"
,"Key Laboratory for Microstructural Control of Metallic Materials of Jiangxi Province (Nanchang Hangkong University), Nanchang, China;"
,"Key Laboratory for Microstructural Control of Metallic Materials of Jiangxi Province (Nanchang Hangkong University), Nanchang, China;"
,"Key Laboratory for Special Functional Materials in Jilin Provincial Universities, Jilin, 132022, China
;"
,"Key Laboratory for Utility of Environment-Friendly Composite Materials and Biomass in University of Gansu Province, Lanzhou, 730124, China
;"
,"Key Laboratory of Advanced Reactor Engineering and Safety of Ministry of Education, Collaborative Innovation Center of Advanced Nuclear Energy Technology, Institute of Nuclear and New Energy Technology, Beijing, 100084, China
;"
,"Key Laboratory of Advanced Reactor Engineering and Safety of Ministry of Education, Collaborative Innovation Center of Advanced Nuclear Energy Technology, Institute of Nuclear and New Energy Technology, Beijing, 100084, China
;"
,"Key Laboratory of Advanced Reactor Engineering and Safety, Collaborative Innovation Center of Advanced Nuclear Energy Technology, Institute of Nuclear and New Energy Technology, Beijing, 100084, China
;"
,"Key Laboratory of Aero-Engine Thermal Environment and Structure, Ministry of Industry and Information Technology, College of Energy and Power Engineering, Nanjing, 210016, China
;"
,"Key Laboratory of Aero-Engine Thermal Environment and Structure, Ministry of Industry and Information Technology, College of Energy and Power Engineering, Nanjing, 210016, China
;"
,"Key Laboratory of Aero-Engine Thermal Environment and Structure, Ministry of Industry and Information Technology, College of Energy and Power Engineering, Nanjing, 210016, China
;"
,"Key Laboratory of Aircraft Advanced Design Technology (Behang University), Ministry of Industry and Information Technology, Beijing, China
;"
,"Key Laboratory of Air-driven Equipment Technology of Zhejiang Province, College of Mechanical Engineering Quzhou University, Quzhou, 324000, China
;"
,"Key Laboratory of Air-driven Equipment Technology of Zhejiang Province, Quzhou University, Quzhou"
,"Key Laboratory of Automobile High Performance Materials & Forming Technology in Sichuan Provincial Universities, School of Materials Science and Engineering, Xi-Hua University, Chengdu, 610039, China
;"
,"Key Laboratory of Auxiliary Chemistry and Technology in Light Industry, Ministry of Education, Shaanxl University of Science and Technology, Xi'an, 710021, China ;"
,"Key Laboratory of Biomass Chemical Engineering of Ministry of Education, Institute of Pharmaceutical Engineering, College of Chemical and Biological Engineering, Hangzhou, China
;"
,"Key Laboratory of Carbon Fiber and Functional Polymers, Ministry of Education, College of Materials Science and Engineering, Beijing, 100029, China
;"
,"Key Laboratory of Chemistry and Quality for Traditional Chinese Medicines of the College of Gansu Province, Lanzhou, 730000, China
;"
,"Key Laboratory of Chemistry and Quality for Traditional Chinese Medicines of the College of Gansu Province, Lanzhou, China;"
,"Key Laboratory of Chemistry in Ethnic Medicinal Resources, State Ethic Affairs Commission and Ministry of Education, Yunnan University of Nationalities, Kunming 650500, China ;"
,"Key Laboratory of Chemistry in Ethnic Medicinal Resources, Yunnan University of Nationalities, Kunming, 650500, China
;"
,"Key Laboratory of Chemistry in Ethnic-Medicine Resources, School of Chemistry and Biotechnology, Yunnan University of Nationalities, Kunming, 650031, China
;"
,"Key Laboratory of Coal Cleaning Conversion and Chemical Engineering Process, Xinjiang Uyghur Autonomous Region, College of Chemistry and Chemical Engineering, Urumqi, 830046, China
;"
,"Key Laboratory of Coast Civil Structure Safety and Ministry of Education, Tiang University, Tianjin, China ;"
,"Key Laboratory of Cognitive Radio and Information Processing, University of Electronic Technology, Guilin, 541004, China
;"
,"Key Laboratory of Colleges and Universities, Department of Education of Xinjiang Uygur Autonomous Region, Alar Xinjiang, China;"
,"Key Laboratory of Colloid and Interface Chemistry, Ministry of Education, Jinan, Shandong, China ;"
,"Key Laboratory of Composition and Modification Materials, College of Heilongjiang Province, Qiqihar, China;"
,"Key Laboratory of Composition and Modification Materials, College of Heilongjiang, Qiqihar, China;"
,"Key Laboratory of Computer Network and Information Security, Xi Dian University, Ministry of Education, Xi'an, 710071, China
;"
,"Key Laboratory of Computing and Stochastic Mathematics, Ministry of Education, Hu'nan Normal University, Changsha, 410081, China
;"
,"Key Laboratory of Contemporary Design and Integrated Manufacture of the Ministry of Education, Northwest on Polytechnical University, Xi'an, China ;"
,"Key Laboratory of Data Mining and Intelligent Recommendation, Fujian Province University, Xiamen, 361024, China
;"
,"Key Laboratory of Database and Parallel Computing of Heilongjiang Province (Heilongjiang University), Harbin, 150080, China
;"
,"Key Laboratory of Deep Coal Resource Mining, School of Mines, China Universityof Mining & Technology, Xuzhou, Jiangsu 221116, China
;"
,"Key Laboratory of Dependable Service Computing in Cyber Physical Society, Ministry of Education, Changqing University, Chongqing, 400030, China
;"
,"Key Laboratory of Ecological Adaptive Evolution and Conservation on Animals-Plants in Southwest Mountain Ecosystem of Yunnan Province Higher Institutes College, School of Life Sciences of Yunnan Normal University, Kunming, 650500, China
;"
,"Key Laboratory of Ecological Remediation and Safe Utilization of Heavy Metal-Polluted Soils College of Hunan Province, Xiangtan, China ;"
,"Key Laboratory of Ecological Remediation and Safe Utilization of Heavy Metal-Polluted Soils College of Hunan Province, Xiangtan, China ;"
,"Key Laboratory of Ecology of Rare and Endangered Species and Environmental Protection (Guangxi Normal University), Ministry of Education, Guangxi Key Laboratory of Environmental Pollution Control Theory and Technology, Guilin, China
;"
,"Key Laboratory of Economics System Simulation, Guizhou University of Finance & Economics, Guiyang, Guizhou 550025, China
;"
,"Key Laboratory of Electromagnetic Processing of Materials, Ministry of Education (Northeastern University), Shenyang, 110004, China
;"
,"Key Laboratory of Electromagnetic Processing of Materials, Ministry of Education (Northeastern University), Shenyang, China ;"
,"Key laboratory of Electronic Composites of Guizhou Province, College of Big Data and Information Engineering, Guiyang, China;"
,"Key Laboratory of Electronic Engineering, University of Heilongjiang, 74 Xuefu Road, Harbin, Heilongjiang, China ;"
,"Key laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast Univerisity, Nanjing"
,"Key Laboratory of Enhanced Heat Transfer and Energy Conservation, Ministry of Education & Key Laboratory of Enhanced Heat Transfer and Energy Conservation, Beijing Municipality,College of Environmental and Energy Engineering, Beijing, 100124, China
;"
,"Key Laboratory of Estuarine Ecological Security and Environmental Health, Fujian Province University, Zhangzhou, China;"
,"Key Laboratory of Estuarine Ecological Security and Environmental Health, Fujian Province University, Zhangzhou, China;"
,"Key Laboratory of Ethnomedicine (Minzu University of China), Ministry of Education, Beijing, 100081, China
;"
,"Key Laboratory of Ethnomedicine(Minzu University of China), Ministry of Education, Beijing, 100081, China
;"
,"Key Laboratory of Evidence Science, Ministry of Education, China, University of Political Science and Law, Beijing, China
;"
,"Key Laboratory of Evidence Science, University of Political Science and Law, Ministry of Education, Beijing 100088, China ;"
,"Key Laboratory of Evidence Science, University of Political Science and Law, Ministry of Education, Beijing, China ;"
,"Key Laboratory of Evidence-Identifying in Universities of Shandong (Shandong University of Political Science and Law), Shandong,Jinan, China;"
,"Key Laboratory of Farming System, Ministry of Agriculture of the People's Republic of China, College of Agronomy and Biotechnology, Beijing, China ;"
,"Key Laboratory of Fine Chemicals, Universities of Shandong, School of Chemistry and Pharmaceutical Engineering, Qilu University of Technology, Jinan, Shandong, 250353, China
;"
,"Key Laboratory of Fluid and Power Machinery, Ministry of Education, Xihuan University, Chengdu, 610039, China
;"
,"Key Laboratory of Fruit Waste Treatment and Resource Recycling for Sichuan Universities and Colleges, Neijiang, China ;"
,"Key Laboratory of Fruit Waste Treatment and Resource Recycling, Sichuan Provincial College, Neijiang, China;"
,"Key Laboratory of Functional Dairy, Coconstructed by Ministry of Education and Beijing Government, College of Food Science and Nutritional Engineering, Beijing, China
;"
,"Key Laboratory of Functional Inorganic Material Chemistry (Heilongjiang University), Ministry of Education, Harbin, China ;"
,"Key Laboratory of Functional Polymer Materials of Xinjiang University, College of Chemical Engineering, Urumqi 830046, China ;"
,"Key Laboratory of Gansu Universities for Environmentally Friendly Composites and Biomass Utilization, Lanzhou 730000, Gansu, China ;"
,"Key Laboratory of Geotechnical and Underground Engineering, Ministry of Education, Thongji University, Shanghai, China
;"
,"Key Laboratory of Heat Transfer and Energy Conversion, Ministry of Education of PRC, Bejing University of Technology, Bejing, 100124, China
;"
,"Key Laboratory of Heat Transfer and Energy Conversion, Ministry of Education of PRC, Bejing University of Technology, Bejing, 100124, China
;"
,"Key Laboratory of Hunan Province, Hunan University of Industry, Zhuzhou, 412000, China
;"
,"Key Laboratory of Industrial Internet of Things & Network Control, Ministry of Education, University of Posts and Telecommunications, Chongqing, 400065, China
;"
,"Key Laboratory of Integrated Exploitation of Bayan Obo Multi Metal Resources, Inner MongoliaUniversity of Science and Technology, Baotou, China ;"
,"Key Laboratory of Intelligent Computing and Information Processing (Xiangtan University), Ministry of Education, Xiangtan, Hunan 411105, China ;"
,"Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education Department of Electrical Engineering Anhui University, 111 Jiu-Long road, Hefei, China ;"
,"Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and TechnologyAnhui University, Hefei, China ;"
,"Key Laboratory of Intelligent Computing and Signal Processing(Anhui University), Ministry of Education, Hefei, 230039, China
;"
,"Key Laboratory of Intelligent Computing and Signal Processing, Ahhui University, Hefei, Anhui 230039, China ;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong Shandong Technology and Business University, Yantai, 264005, China
;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong, Shandong Institute of Business and Technology, Yantai 264005, China ;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong, Shandong Institute of Business and Technology, Yantai 264005, China ;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong, Shandong Institute of Business and Technology, Yantai, China ;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong, Shandong Institute of Business and Technology, Yantai, China ;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong, Shandong Institute of Business and Technology, Yantai, China ;"
,"Key Laboratory of Intelligent Information Processing in Universities of Shandong, Yantai, China ;"
,"Key Laboratory of Intelligent Information Processing of Jilin Universities, Changchun, 130117, China
;"
,"Key Laboratory of Intelligent Information Processing of Jilin Universities, Changchun, China ;"
,"Key Laboratory of Intelligent Information Processing, Universities of Shandong (ShandongInstitute of Business and Technology), Yantai, 264005, China
;"
,"Key Laboratory of Intelligent Information Processing, Universities of Shandong, Shandong Institute of Business and Technology, Yantai, China ;"
,"Key Laboratory of Jiangxi Province for Persistant Pollutants Control and Resources Recycle (Nanchang Hangkong University), Nanchang, Jiangxi, China;"
,"Key Laboratory of Karst Environment and Geohazard Prevention(Guizhou University), Ministry of Education, Guiyang, China ;"
,"Key Laboratory of Laser Life Science, Ministry of Education & Institute of Laser Life Science, College of Biophotonics, Guangzhou, Guangdong 510631, China
;"
,"Key Laboratory of Lightweight and Reliability Technology for Engineering Vehicle, College of Hunan Province, Changsha, 410114, China
;"
,"Key Laboratory of Lightweight and Reliability Technology for Engineering Vehicle, College of Hunan Province, Changsha, China;"
,"Key Laboratory of Logistics Industry Economy and Intelligent Logistics, Universities of Jilin Province, Changchun, 130117, China
;"
,"Key Laboratory of Machine Learning and Computational Intelligence (Hebei University), Baoding, China ;"
,"Key Laboratory of Machine Learning and Computational Intelligence (Hebei University), Baoding, China ;"
,"Key Laboratory of Materials Processing & Mold (Zhengzhou University), Ministry of Education, National Engineering Research Center for Advanced Polymer Processing Technology, Zhengzhou, 450002, China
;"
,"Key Laboratory of Materials Processing and Mold (Zhengzhou University), Ministry of Education, Zhengzhou, 450002, China
;"
